time,dram_rapl,hs_success_rate
0.0,0,0.0
0.24423964,0,0.0
0.48847928,0,0.0
0.73271892,63049.25,0.0
0.97695856,63033.75,0.0
1.2211982,63064.5,0.0
1.46543784,63033.75,0.0
1.70967748,63034.0,0.0
1.95391712,63064.5,0.0
2.19815676,63033.75,0.0
2.4423964,63064.5,0.0
2.68663604,63293.25,0.0
2.93087568,63079.75,0.0
3.17511532,63064.25,0.0
3.41935496,63034.0,0.0
3.6635946,63079.75,0.0
3.90783424,63064.25,0.0
4.15207388,63034.0,0.0
4.39631352,63064.5,0.0
4.64055316,63033.75,0.0
4.8847928,63034.0,0.0
5.12903244,63125.5,0.0
5.37327208,63125.25,0.0
5.61751172,63110.25,0.0
5.86175136,63125.5,0.0
6.105991,63079.75,0.0
6.35023064,63110.0,0.0
6.59447028,63140.75,0.0
6.83870992,63140.75,0.0
7.08294956,63125.5,0.0
7.3271892,63171.25,0.0
7.57142884,63049.0,0.0
7.81566848,63034.0,0.0
8.05990812,63130.666666666664,0.0
8.30414776,63049.0,0.0
8.5483874,63034.0,0.0
8.79262704,63033.75,0.0
9.03686668,63049.25,0.0
9.28110632,63064.5,0.0
9.52534596,63033.75,0.0
9.7695856,63049.25,0.0
10.01382524,63033.75,0.0
10.25806488,63049.25,0.0
10.50230452,63049.25,0.0
10.74654416,63033.75,0.0
10.9907838,63034.0,0.0
11.23502344,45425.25,0.25
11.47926308,31570.25,0.5
11.72350272,31753.5,0.25
11.96774236,31585.75,1.0
12.211982,31600.75,0.0
12.45622164,31616.25,0.75
12.70046128,31570.25,0.75
12.94470092,31555.25,0.25
13.18894056,31570.25,0.5
13.4331802,31555.0,0.0
13.67741984,31555.25,1.0
13.92165948,31555.0,0.75
14.16589912,31570.25,0.75
14.41013876,31631.5,0.75
14.6543784,31570.25,0.5
14.89861804,31555.25,0.75
15.14285768,31692.5,0.0
15.38709732,31555.0,0.5
15.63133696,31555.0,0.25
15.8755766,31555.25,0.0
16.11981624,31555.0,0.0
16.36405588,31555.0,0.25
16.60829552,31570.5,0.25
16.85253516,31555.0,0.0
17.0967748,31555.25,0.5
17.34101444,31539.75,0.25
17.58525408,31539.75,0.5
17.82949372,31570.5,0.25
18.07373336,31661.75,0.0
18.317973,31601.0,0.5
18.56221264,31570.25,0.0
18.80645228,31601.0,0.25
19.05069192,31585.5,0.5
19.29493156,31555.25,0.5
19.5391712,31555.0,0.0
19.78341084,31570.25,0.5
20.02765048,31570.5,0.5
20.27189012,31585.5,0.5
20.51612976,31555.25,0.75
20.7603694,31570.25,0.75
21.00460904,31631.5,0.25
21.24884868,55358.75,0.0
21.49308832,63049.0,0.0
21.73732796,63034.0,0.0
21.9815676,63033.75,0.0
22.22580724,63049.25,0.0
22.47004688,63064.5,0.0
22.71428652,63049.0,0.0
22.95852616,63079.75,0.0
23.2027658,63125.5,0.0
23.44700544,63064.25,0.0
23.69124508,63049.25,0.0
23.93548472,63064.5,0.0
24.17972436,63049.0,0.0
24.423964,63064.5,0.0
24.66820364,63049.25,0.0
24.91244328,63064.25,0.0
25.15668292,63034.0,0.0
25.40092256,63049.0,0.0
25.6451622,63064.5,0.0
25.88940184,63049.25,0.0
26.13364148,63049.0,0.0
26.37788112,63018.75,0.0
26.62212076,63293.25,0.0
26.8663604,62784.666666666664,0.0
27.11060004,63049.25,0.0
27.35483968,63033.75,0.0
27.59907932,63064.5,0.0
27.84331896,63033.75,0.0
28.0875586,63049.25,0.0
28.33179824,63049.25,0.0
28.57603788,63064.25,0.0
28.82027752,63018.75,0.0
29.06451716,63339.0,0.0
29.3087568,63079.75,0.0
29.55299644,63033.75,0.0
29.79723608,63064.5,0.0
30.04147572,63049.25,0.0
30.28571536,63049.0,0.0
30.529955,63034.0,0.0
30.77419464,63034.0,0.0
31.01843428,63049.0,0.0
31.26267392,63034.0,0.0
31.50691356,63064.25,0.0
31.7511532,63247.5,0.0
31.99539284,63049.25,0.0
32.23963248,53421.0,0.25
32.48387212,31555.0,0.5
32.72811176,31570.25,0.75
32.9723514,31555.25,0.25
33.21659104,31585.5,0.25
33.46083068,31570.5,0.5
33.70507032,31585.5,0.75
33.94930996,31585.75,0.75
34.1935496,31570.25,0.5
34.43778924,31555.0,0.25
34.68202888,31555.25,0.25
34.92626852,31570.25,0.0
35.17050816,31570.5,0.25
35.4147478,31555.0,0.0
35.65898744,31555.0,0.0
35.90322708,31555.25,0.5
36.14746672,31738.25,0.5
36.39170636,31555.0,0.25
36.635946,31555.0,0.75
36.88018564,31570.5,0.25
37.12442528,31570.25,0.25
37.36866492,31585.75,0.25
37.61290456,31616.0,0.25
37.8571442,31570.25,0.25
38.10138384,31585.75,0.5
38.34562348,31570.25,0.25
38.58986312,31570.5,0.5
38.83410276,31570.25,0.0
39.0783424,31570.5,0.0
39.32258204,31707.5,0.25
39.56682168,31601.0,0.25
39.81106132,31539.75,0.25
40.05530096,31555.25,0.0
40.2995406,31539.75,0.5
40.54378024,31555.0,0.75
40.78801988,31570.5,1.0
41.03225952,31539.75,0.75
41.27649916,31555.0,0.5
41.5207388,31555.25,0.0
41.76497844,31555.0,0.0
42.00921808,31555.25,0.0
42.25345772,47088.5,0.25
42.49769736,63033.75,0.0
42.741937,63049.25,0.0
42.98617664,63049.0,0.0
43.23041628,63064.5,0.0
43.47465592,63049.25,0.0
43.71889556,63049.0,0.0
43.9631352,63308.5,0.0
44.20737484,63049.25,0.0
44.45161448,63034.0,0.0
44.69585412,63018.5,0.0
44.94009376,63049.25,0.0
45.1843334,63125.5,0.0
45.42857304,63018.5,0.0
45.67281268,63110.25,0.0
45.91705232,63130.666666666664,0.0
46.16129196,63064.25,0.0
46.4055316,63034.0,0.0
46.64977124,63033.75,0.0
46.89401088,63064.5,0.0
47.13825052,63064.5,0.0
47.38249016,63079.5,0.0
47.6267298,63018.75,0.0
47.87096944,63034.0,0.0
48.11520908,63033.75,0.0
48.35944872,63049.25,0.0
48.60368836,63033.75,0.0
48.847928,63034.0,0.0
49.09216764,63049.25,0.0
49.33640728,63064.25,0.0
49.58064692,63034.0,0.0
49.82488656,63064.25,0.0
50.0691262,63034.0,0.0
50.31336584,63064.5,0.0
50.55760548,63033.75,0.0
50.80184512,63064.5,0.0
51.04608476,63064.5,0.0
51.2903244,63049.0,0.0
51.53456404,63049.25,0.0
51.77880368,63064.25,0.0
52.02304332,63034.0,0.0
52.26728296,63034.0,0.0
52.5115226,63033.75,0.0
52.75576224,63034.0,0.0
53.00000188,63278.0,0.0
53.24424152,61416.5,0.0
53.48848116,31433.0,0.0
53.7327208,31555.0,0.0
53.97696044,31738.25,0.25
54.22120008,31692.5,0.25
54.46543972,31692.25,0.25
54.70967936,31570.5,0.5
54.953919,31585.5,0.5
55.19815864,31662.0,0.5
55.44239828,31585.5,0.0
55.68663792,31601.0,0.25
55.93087756,31570.25,0.25
56.1751172,31570.5,0.5
56.41935684,31539.75,0.75
56.66359648,31707.75,0.25
56.90783612,31585.5,0.25
57.15207576,31570.5,0.75
57.3963154,31570.25,0.25
57.64055504,31631.5,0.25
57.88479468,31555.0,0.0
58.12903432,31585.5,0.25
58.37327396,31540.0,0.0
58.6175136,31555.0,0.5
58.86175324,31540.0,0.0
59.10599288,31555.0,0.0
59.35023252,31585.5,0.25
59.59447216,31570.5,0.25
59.8387118,31570.25,0.5
60.08295144,31570.5,0.25
60.32719108,31570.25,0.5
60.57143072,31555.0,0.75
60.81567036,31570.5,0.5
61.05991,31585.5,0.25
61.30414964,31570.5,0.25
61.54838928,31570.25,0.0
61.79262892,31570.5,0.0
62.03686856,31555.0,0.0
62.2811082,31570.25,0.25
62.52534784,31555.25,0.0
62.76958748,31616.0,0.25
63.01382712,31707.75,0.25
63.25806676,39245.5,0.0
63.5023064,63049.25,0.0
63.74654604,63049.0,0.0
63.99078568,63049.25,0.0
64.23502532,63064.25,0.0
64.47926496,63049.25,0.0
64.7235046,63191.666666666664,0.0
64.96774424,63033.75,0.0
65.21198388,63049.25,0.0
65.45622352,63064.5,0.0
65.70046316,63064.25,0.0
65.9447028,63064.5,0.0
66.18894244,63079.75,0.0
66.43318208,63140.75,0.0
66.67742172,63064.25,0.0
66.92166136,63064.5,0.0
67.165901,63049.0,0.0
67.41014064,63064.5,0.0
67.65438028,63049.25,0.0
67.89861992,63049.0,0.0
68.14285956,63049.25,0.0
68.3870992,63018.75,0.0
68.63133884,63079.5,0.0
68.87557848,63049.25,0.0
69.11981812,63049.0,0.0
69.36405776,63049.25,0.0
69.6082974,63049.25,0.0
69.85253704,63033.75,0.0
70.09677668,63049.25,0.0
70.34101632,63323.75,0.0
70.58525596,63034.0,0.0
70.8294956,63064.25,0.0
71.07373524,63049.25,0.0
71.31797488,63125.5,0.0
71.56221452,63033.75,0.0
71.80645416,63034.0,0.0
72.0506938,63049.25,0.0
72.29493344,63140.5,0.0
72.53917308,63064.5,0.0
72.78341272,63079.75,0.0
73.02765236,63064.25,0.0
73.271892,63095.0,0.0
73.51613164,63064.5,0.0
73.76037128,63140.75,0.0
74.00461092,63140.5,0.0
74.24885056,63095.0,0.0
74.4930902,38360.5,0.0
74.73732984,31601.0,0.75
74.98156948,31616.0,0.5
75.22580912,31601.0,0.25
75.47004876,31646.5,0.25
75.7142884,31601.0,0.5
75.95852804,31570.25,0.25
76.20276768,31585.75,0.75
76.44700732,31555.0,0.0
76.69124696,31539.75,0.75
76.9354866,31570.5,0.5
77.17972624,31570.25,0.25
77.42396588,31585.75,0.5
77.66820552,31585.5,0.25
77.91244516,31570.25,0.0
78.1566848,31570.5,0.25
78.40092444,31570.25,0.5
78.64516408,31555.25,0.0
78.88940372,31570.25,0.25
79.13364336,31570.25,0.0
79.377883,31570.5,0.75
79.62212264,31555.0,0.5
79.86636228,31631.5,0.5
80.11060192,31555.0,0.75
80.35484156,31570.5,0.5
80.5990812,31631.25,0.0
80.84332084,31738.25,0.25
81.08756048,31723.0,0.0
81.33180012,31585.5,0.5
81.57603976,31601.0,0.25
81.8202794,31585.5,0.75
82.06451904,31601.0,0.25
82.30875868,31616.0,0.0
82.55299832,31555.25,0.25
82.79723796,31555.0,0.25
83.0414776,31616.0,0.25
83.28571724,31585.75,0.75
83.52995688,31758.666666666668,0.6666666666666666
83.77419652,31585.5,0.75
84.01843616,31570.25,0.25
84.2626758,31585.75,0.0
84.50691544,54473.75,0.0
84.75115508,63049.0,0.0
84.99539472,63064.5,0.0
85.23963436,63125.5,0.0
85.483874,63064.5,0.0
85.72811364,63079.5,0.0
85.97235328,63079.75,0.0
86.21659292,63110.25,0.0
86.46083256,63079.5,0.0
86.7050722,63110.25,0.0
86.94931184,63064.5,0.0
87.19355148,63033.75,0.0
87.43779112,63324.0,0.0
87.68203076,63064.25,0.0
87.9262704,63064.5,0.0
88.17051004,63125.5,0.0
88.41474968,63140.75,0.0
88.65898932,63094.75,0.0
88.90322896,63125.5,0.0
89.1474686,63034.0,0.0
89.39170824,63049.0,0.0
89.63594788,63079.75,0.0
89.88018752,63049.25,0.0
90.12442716,63049.0,0.0
90.3686668,63034.0,0.0
90.61290644,63033.75,0.0
90.85714608,63049.25,0.0
91.10138572,63049.25,0.0
91.34562536,63033.75,0.0
91.589865,63140.75,0.0
91.83410464,63354.25,0.0
92.07834428,63079.75,0.0
92.32258392,63049.25,0.0
92.56682356,63049.0,0.0
92.8110632,63049.25,0.0
93.05530284,63079.75,0.0
93.29954248,63094.75,0.0
93.54378212,63095.0,0.0
93.78802176,63095.0,0.0
94.0322614,63079.5,0.0
94.27650104,63079.75,0.0
94.52074068,63308.5,0.0
94.76498032,63079.75,0.0
95.00921996,63079.75,0.0
95.2534596,63094.75,0.0
95.49769924,46051.0,0.25
95.74193888,31570.25,0.5
95.98617852,31555.25,0.25
96.23041816,31555.0,0.0
96.4746578,31570.5,0.0
96.71889744,31555.0,0.0
96.96313708,31570.25,0.0
97.20737672,31570.5,0.75
97.45161636,31570.25,0.0
97.695856,31707.75,0.0
97.94009564,31585.5,0.0
98.18433528,31570.5,0.0
98.42857492,31570.25,0.5
98.67281456,31570.5,0.5
98.9170542,31585.5,0.75
99.16129384,31570.5,0.75
99.40553348,31570.25,0.0
99.64977312,31555.0,0.0
99.89401276,31570.5,0.25
100.1382524,31555.0,0.25
100.38249204,31540.0,0.25
100.62673168,31555.0,0.0
100.87097132,31555.0,0.0
101.11521096,31555.25,0.5
101.3594506,31585.5,0.0
101.60369024,31570.5,0.25
101.84792988,31570.25,0.0
102.09216952,31570.25,0.25
102.33640916,31570.5,0.5
102.5806488,31616.0,0.6666666666666666
102.82488844,31555.25,0.25
103.06912808,31570.25,0.5
103.31336772,31570.25,0.5
103.55760736,31570.5,0.75
103.801847,31570.25,0.5
104.04608664,31555.25,0.5
104.29032628,31570.25,0.5
104.53456592,31555.0,0.25
104.77880556,31570.5,0.25
105.0230452,31570.25,0.75
105.26728484,31570.5,0.5
105.51152448,46615.5,0.0
105.75576412,63033.75,0.0
106.00000376,63049.25,0.0
106.2442434,63003.25,0.0
106.48848304,63049.25,0.0
106.73272268,63049.0,0.0
106.97696232,63034.0,0.0
107.22120196,63018.75,0.0
107.4654416,63033.75,0.0
107.70968124,63034.0,0.0
107.95392088,63049.0,0.0
108.19816052,63034.0,0.0
108.44240016,63034.0,0.0
108.6866398,63033.75,0.0
108.93087944,63049.25,0.0
109.17511908,63033.75,0.0
109.41935872,63079.75,0.0
109.66359836,63034.0,0.0
109.907838,63049.0,0.0
110.15207764,63049.25,0.0
110.39631728,63064.5,0.0
110.64055692,63049.0,0.0
110.88479656,63049.25,0.0
111.1290362,63049.0,0.0
111.37327584,63064.5,0.0
111.61751548,63384.75,0.0
111.86175512,63064.5,0.0
112.10599476,63095.0,0.0
112.3502344,63125.5,0.0
112.59447404,63140.5,0.0
112.83871368,63140.75,0.0
113.08295332,63125.5,0.0
113.32719296,63079.75,0.0
113.5714326,63140.75,0.0
113.81567224,63079.5,0.0
114.05991188,63049.25,0.0
114.30415152,63079.75,0.0
114.54839116,63018.5,0.0
114.7926308,63095.0,0.0
115.03687044,63049.0,0.0
115.28111008,63125.5,0.0
115.52534972,63140.75,0.0
115.76958936,63064.5,0.0
116.013829,63079.5,0.0
116.25806864,63125.5,0.0
116.50230828,54412.75,0.25
116.74654792,31570.25,0.0
116.99078756,31555.25,0.5
117.2350272,31570.25,0.5
117.47926684,31555.25,0.75
117.72350648,31570.25,0.5
117.96774612,31555.0,0.25
118.21198576,31555.25,0.5
118.4562254,31570.25,0.75
118.70046504,31555.25,0.0
118.94470468,31570.25,0.0
119.18894432,31585.5,0.5
119.43318396,31707.75,0.0
119.6774236,31570.5,0.75
119.92166324,31600.75,0.25
120.16590288,31601.0,0.0
120.41014252,31585.5,0.0
120.65438216,31555.0,0.0
120.8986218,31585.75,0.0
121.14286144,31570.25,0.0
121.38710108,31616.333333333332,1.0
121.63134072,31570.25,0.25
121.87558036,31570.5,0.5
122.11982,31570.25,0.5
122.36405964,31570.25,0.5
122.60829928,31570.5,0.75
122.85253892,31646.5,0.0
123.09677856,31555.25,0.25
123.3410182,31631.25,0.25
123.58525784,31570.5,1.0
123.82949748,31585.5,0.25
124.07373712,31692.5,0.25
124.31797676,31585.5,0.0
124.5622164,31570.5,0.25
124.80645604,31570.25,0.0
125.05069568,31570.5,0.75
125.29493532,31570.25,0.75
125.53917496,31570.25,0.0
125.7834146,31585.75,0.5
126.02765424,31570.25,0.0
126.27189388,31555.25,0.25
126.51613352,38314.75,0.5
126.76037316,63155.75,0.0
127.0046128,63064.5,0.0
127.24885244,63095.0,0.0
127.49309208,63049.0,0.0
127.73733172,63034.0,0.0
127.98157136,63095.0,0.0
128.225811,63125.25,0.0
128.47005064,63095.0,0.0
128.71429028,63369.75,0.0
128.95852992,63049.0,0.0
129.20276956,63049.25,0.0
129.4470092,63064.25,0.0
129.69124884,63049.25,0.0
129.93548848,63095.0,0.0
130.17972812,63033.75,0.0
130.42396776,63079.75,0.0
130.6682074,63095.0,0.0
130.91244704,63033.75,0.0
131.15668668,63095.0,0.0
131.40092632,63064.5,0.0
131.64516596,63156.0,0.0
131.8894056,63094.75,0.0
132.13364524,63064.5,0.0
132.37788488,63034.0,0.0
132.62212452,63049.0,0.0
132.86636416,63049.25,0.0
133.1106038,63064.25,0.0
133.35484344,63079.75,0.0
133.59908308,63034.0,0.0
133.84332272,63033.75,0.0
134.08756236,63140.75,0.0
134.331802,63049.25,0.0
134.57604164,63033.75,0.0
134.82028128,63125.5,0.0
135.06452092,63079.75,0.0
135.30876056,63079.75,0.0
135.5530002,63079.5,0.0
135.79723984,63049.25,0.0
136.04147948,63323.75,0.0
136.28571912,63064.5,0.0
136.52995876,63049.0,0.0
136.7741984,63049.25,0.0
137.01843804,63079.75,0.0
137.26267768,63049.0,0.0
137.50691732,62515.25,0.0
137.75115696,31311.0,0.0
137.9953966,31570.25,0.25
138.23963624,31570.25,0.25
138.48387588,31555.25,0.5
138.72811552,31570.25,0.25
138.97235516,31707.75,0.0
139.2165948,31570.25,0.0
139.46083444,31570.5,0.0
139.70507408,31555.0,0.25
139.94931372,31570.5,0.0
140.19355336,31433.0,0.3333333333333333
140.437793,31539.75,0.25
140.68203264,31570.25,0.25
140.92627228,31707.75,0.0
141.17051192,31570.5,0.25
141.41475156,31585.5,0.75
141.6589912,31585.5,0.0
141.90323084,31555.25,0.0
142.14747048,31555.0,0.25
142.39171012,31555.25,0.75
142.63594976,31555.0,0.75
142.8801894,31555.0,0.25
143.12442904,31540.0,0.0
143.36866868,31555.0,0.75
143.61290832,31555.0,0.25
143.85714796,31570.5,0.5
144.1013876,31555.0,0.75
144.34562724,31540.0,0.5
144.58986688,31570.25,0.25
144.83410652,31555.0,0.25
145.07834616,31555.25,0.25
145.3225858,31555.0,0.25
145.56682544,31555.0,0.0
145.81106508,31570.5,0.0
146.05530472,31570.25,0.25
146.29954436,31585.75,0.25
146.543784,31555.0,0.0
146.78802364,31585.75,0.0
147.03226328,31539.75,0.0
147.27650292,31555.0,0.25
147.52074256,31555.25,0.25
147.7649822,61874.25,0.0
148.00922184,63064.25,0.0
148.25346148,63049.25,0.0
148.49770112,63049.25,0.0
148.74194076,63064.25,0.0
148.9861804,63049.25,0.0
149.23042004,63033.75,0.0
149.47465968,63034.0,0.0
149.71889932,63049.25,0.0
149.96313896,63049.0,0.0
150.2073786,63049.25,0.0
150.45161824,63033.75,0.0
150.69585788,63034.0,0.0
150.94009752,63064.5,0.0
151.18433716,63064.25,0.0
151.4285768,63049.25,0.0
151.67281644,63491.75,0.0
151.91705608,62774.5,0.0
152.16129572,63033.75,0.0
152.40553536,63049.25,0.0
152.649775,63033.75,0.0
152.89401464,63049.25,0.0
153.13825428,63339.0,0.0
153.38249392,63079.75,0.0
153.62673356,63018.5,0.0
153.8709732,63034.0,0.0
154.11521284,63064.5,0.0
154.35945248,63033.75,0.0
154.60369212,63049.25,0.0
154.84793176,63034.0,0.0
155.0921714,63049.0,0.0
155.33641104,63095.0,0.0
155.58065068,63033.75,0.0
155.82489032,63049.25,0.0
156.06912996,63125.5,0.0
156.3133696,63110.25,0.0
156.55760924,63110.0,0.0
156.80184888,63125.5,0.0
157.04608852,63064.5,0.0
157.29032816,63064.25,0.0
157.5345678,63049.25,0.0
157.77880744,63049.25,0.0
158.02304708,63064.25,0.0
158.26728672,63049.25,0.0
158.51152636,63049.25,0.0
158.755766,39153.75,0.5
159.00000564,31570.5,0.75
159.24424528,31616.0,0.6666666666666666
159.48848492,31555.25,0.5
159.73272456,31570.25,0.25
159.9769642,31555.0,0.75
160.22120384,31585.75,0.5
160.46544348,31570.25,0.5
160.70968312,31555.25,0.25
160.95392276,31570.25,0.25
161.1981624,31555.0,0.5
161.44240204,31570.5,0.5
161.68664168,31570.25,0.5
161.93088132,31555.25,0.25
162.17512096,31570.25,0.25
162.4193606,31570.25,0.25
162.66360024,31570.5,0.0
162.90783988,31555.0,0.5
163.15207952,31570.5,0.25
163.39631916,31570.25,0.25
163.6405588,31555.0,0.5
163.88479844,31570.5,0.5
164.12903808,31570.25,0.5
164.37327772,31570.5,0.5
164.61751736,31570.25,0.75
164.861757,31555.25,0.5
165.10599664,31570.25,0.5
165.35023628,31570.25,0.5
165.59447592,31707.75,0.25
165.83871556,31417.75,0.25
166.0829552,31707.75,0.25
166.32719484,31570.25,0.25
166.57143448,31570.5,0.0
166.81567412,31570.25,0.5
167.05991376,31555.25,0.75
167.3041534,31570.25,0.5
167.54839304,31707.75,0.25
167.79263268,31585.5,0.5
168.03687232,31570.5,0.75
168.28111196,31600.75,0.75
168.5253516,31570.25,0.5
168.76959124,53497.25,0.25
169.01383088,63095.0,0.0
169.25807052,63079.75,0.0
169.50231016,63140.5,0.0
169.7465498,63339.25,0.0
169.99078944,63156.0,0.0
170.23502908,63064.25,0.0
170.47926872,63079.75,0.0
170.72350836,63064.5,0.0
170.967748,63079.5,0.0
171.21198764,63079.75,0.0
171.45622728,63049.25,0.0
171.70046692,63079.5,0.0
171.94470656,63095.0,0.0
172.1889462,63095.0,0.0
172.43318584,63094.75,0.0
172.67742548,63110.25,0.0
172.92166512,63079.75,0.0
173.16590476,63079.75,0.0
173.4101444,63094.75,0.0
173.65438404,63079.75,0.0
173.89862368,63079.75,0.0
174.14286332,63110.0,0.0
174.38710296,63079.75,0.0
174.6313426,63095.0,0.0
174.87558224,63110.25,0.0
175.11982188,63094.75,0.0
175.36406152,63064.5,0.0
175.60830116,63034.0,0.0
175.8525408,63033.75,0.0
176.09678044,63064.5,0.0
176.34102008,63018.5,0.0
176.58525972,63049.25,0.0
176.82949936,63049.25,0.0
177.073739,63125.25,0.0
177.31797864,63064.5,0.0
177.56221828,63308.5,0.0
177.80645792,63049.25,0.0
178.05069756,62764.333333333336,0.0
178.2949372,63064.25,0.0
178.53917684,63079.75,0.0
178.78341648,63095.0,0.0
179.02765612,63369.5,0.0
179.27189576,63125.5,0.0
179.5161354,63049.25,0.0
179.76037504,54778.75,0.0
180.00461468,31570.5,0.5
180.24885432,31570.25,0.0
180.49309396,31585.75,0.75
180.7373336,31631.25,0.25
180.98157324,31570.5,0.5
181.22581288,31570.25,0.0
181.47005252,31570.25,1.0
181.71429216,31585.75,0.75
181.9585318,31570.25,0.5
182.20277144,31570.5,0.25
182.44701108,31570.25,0.75
182.69125072,31707.75,0.5
182.93549036,31555.0,0.5
183.17973,31570.5,0.5
183.42396964,31570.25,0.5
183.66820928,31570.25,0.25
183.91244892,31585.75,0.5
184.15668856,31570.25,0.75
184.4009282,31555.25,0.25
184.64516784,31570.25,0.75
184.88940748,31570.5,0.75
185.13364712,31570.25,0.25
185.37788676,31570.25,0.5
185.6221264,31570.5,1.0
185.86636604,31570.25,0.25
186.11060568,31570.5,0.0
186.35484532,31570.25,0.5
186.59908496,31570.25,0.0
186.8433246,31570.5,0.25
187.08756424,31555.0,0.0
187.33180388,31585.75,0.75
187.57604352,31555.0,0.25
187.82028316,31585.75,0.75
188.0645228,31555.0,0.5
188.30876244,31585.5,0.5
188.55300208,31570.5,0.75
188.79724172,31539.75,0.5
189.04148136,31570.5,0.25
189.285721,31570.25,0.0
189.52996064,31555.0,0.75
189.77420028,45700.0,0.5
190.01843992,63049.25,0.0
190.26267956,63033.75,0.0
190.5069192,63018.75,0.0
190.75115884,63049.25,0.0
190.99539848,63049.0,0.0
191.23963812,63064.5,0.0
191.48387776,63033.75,0.0
191.7281174,63064.5,0.0
191.97235704,63034.0,0.0
192.21659668,63049.0,0.0
192.46083632,63034.0,0.0
192.70507596,63033.75,0.0
192.9493156,63049.25,0.0
193.19355524,63049.25,0.0
193.43779488,63110.0,0.0
193.68203452,63064.5,0.0
193.92627416,63110.25,0.0
194.1705138,63079.5,0.0
194.41475344,63400.25,0.0
194.65899308,63049.25,0.0
194.90323272,63155.75,0.0
195.14747236,63110.25,0.0
195.391712,63095.0,0.0
195.63595164,63079.75,0.0
195.88019128,63049.0,0.0
196.12443092,63064.5,0.0
196.36867056,63064.5,0.0
196.6129102,63079.5,0.0
196.85714984,63079.75,0.0
197.10138948,63110.0,0.0
197.34562912,63049.25,0.0
197.58986876,63110.25,0.0
197.8341084,63079.75,0.0
198.07834804,63079.5,0.0
198.32258768,63110.25,0.0
198.56682732,63064.5,0.0
198.81106696,63064.25,0.0
199.0553066,63079.75,0.0
199.29954624,63110.25,0.0
199.54378588,63064.25,0.0
199.78802552,63079.75,0.0
200.03226516,63095.0,0.0
200.2765048,63110.25,0.0
200.52074444,63094.75,0.0
200.76498408,63095.0,0.0
201.00922372,31509.25,0.5
201.25346336,31555.25,0.25
201.497703,31570.25,0.25
201.74194264,31601.0,0.0
201.98618228,31539.75,1.0
202.23042192,31555.0,0.75
