time,vppfiltered
0.00999000000000017,0.000358337103856666
0.0299899900000007,0.000100878954982601
0.0499899900000003,0.000141460648893398
0.0699899899999998,0.000124120595099309
0.0899899899999994,0.000258757230799652
0.109989989999999,0.000156079006664803
0.12998999,0.000271532574196014
0.14998999,0.000280177735963954
0.169989989999999,0.000261680567321639
0.189989989999999,9.59967027045857e-05
0.20998999,0.000174560814176364
0.22998999,0.000245594805556482
0.24998999,0.000173513221443181
0.269989989999999,0.000317869362521112
0.28998999,0.000385101890883284
0.30998999,0.000146121053209986
0.32998999,0.000167972352887309
0.349989989999999,0.000162790050127522
0.369989990000001,0.000123028587731509
0.38998999,0.000231967048216318
0.40998999,0.000178698464642245
0.42998998,0.000237816076224396
0.44998998,0.000302558762812987
0.469989979999999,0.000171970243621833
0.489989980000001,0.000321223329010266
0.50998998,0.000143415426365265
0.52998998,0.000199416679858073
0.549989979999999,0.000169364095634475
0.569989979999999,0.000202811293576845
0.58998998,0.000209682506114131
0.60998998,0.000115392092907982
0.62998998,0.000453558930548862
0.649989979999999,0.000272950107941494
0.66998998,0.000226855808263941
0.68998998,0.000444828887359
0.70998998,0.000196954850266645
0.729989979999999,0.000176394140674939
0.749989980000001,0.000215035320132327
0.76998998,0.000487391579705268
0.78998998,0.00014881225760068
0.809989979999999,0.000159889972869404
0.82998997,0.000307560475352434
0.849989969999999,0.000108829248560686
0.869989970000001,0.000278307132658818
0.88998997,0.000292484707377447
0.90998997,0.000266299821707656
0.929989969999999,0.000216596844856715
0.949989969999999,0.000289693145578868
0.96998997,0.00026696662637917
0.98998997,0.000392691277188906
1.00998997,0.000329444147866446
1.02998997,0.000386227058124708
1.04998997,0.000366637767300021
1.06998997,0.000345827250051262
1.08998997,0.000205553199175154
1.10998997,0.000476971753763217
1.12998997,9.48863961453027e-05
1.14998997,0.00042393051958851
1.16998997,0.000110030003745539
1.18998997,0.000266816945913516
1.20998997,0.000441153572644806
1.22998996,0.000259477708161377
1.24998996,0.000176518501201221
1.26998996,0.000154915658090412
1.28998996,0.000191886970332709
1.30998996,0.000117722572704261
1.32998996,0.000103857948468132
1.34998996,0.000105665416194892
1.36998996,8.76845523313985e-05
1.38998996,0.0001306553033428
1.40998996,0.000129923543717523
1.42998996,8.97740408834329e-05
1.44998996,0.000268206727677857
1.46998996,0.000125551085612905
1.48998996,0.000631315087782
1.50998996,0.00030055933454996
1.52998996,0.000155299089132698
1.54998996,0.00025640728985167
1.56998996,0.000902646354271926
1.58998996,0.00022257187740907
1.60998996,0.000176918880483067
1.62998995,0.000244436869346589
1.64998995,0.000366987803666415
1.66998995,0.000222300878222269
1.68998995,0.000457588280431479
1.70998995,0.000343149493764
1.72998995,0.000548323138268149
1.74998995,0.000359117121465072
1.76998995,0.00027329529089278
1.78998995,0.000525095915615736
1.80998995,0.000220511030547172
1.82998995,0.000267902674871879
1.84998995,0.000509328338853407
1.86998995,0.000738359853296142
1.88998995,0.000629502920838324
1.90998995,0.000239261506331311
1.92998995,8.39508483360257e-05
1.94998995,0.000608515735945277
1.96998995,0.000242909778792387
1.98998995,0.000224042230257139
2.00998994,0.000397608894871496
2.02998994,0.000471444461013531
2.04998994,0.000242290110134248
2.06998994,0.000346333124413281
2.08998994,0.000252839792832194
2.10998994,0.00059262481136383
2.12998994,0.000283571253226082
2.14998994,0.000232860880882732
2.16998994,0.000358330837719439
2.18998994,0.000842531306991457
2.20998994,0.000593507738235739
2.22998994,0.000243058638229815
2.24998994,0.000183314105318221
2.26998994,0.000621509572460076
2.28998994,0.000315348534349325
2.30998994,0.000171125391969311
2.32998994,0.000304418713113388
2.34998994,0.000572382191356136
2.36998994,0.000276840705505323
2.38998994,0.000293874477503989
2.40998993,0.000144745701234441
2.42998993,0.000413031224751962
2.44998993,0.000828015963308307
2.46998993,0.000109477892991925
2.48998993,0.000278965603100861
2.50998993,0.000820915113787575
2.52998993,0.000881156050672152
2.54998993,0.000291846992672147
2.56998993,0.000490374814378922
2.58998993,0.000658771982991158
2.60998993,0.000357812381739375
2.62998993,0.000256919596014096
2.64998993,0.000232189269778814
2.66998993,0.000337569912771188
2.68998993,0.00021476342460053
2.70998993,0.000367366511573004
2.72998993,0.000550655330994367
2.74998993,0.00102455555805742
2.76998993,0.000513787656345165
2.78998993,0.00012799392212033
2.80998992,0.000341932335901524
2.82998992,0.000558662383572204
2.84998992,0.000415607875788152
2.86998992,0.000150968756709871
2.88998992,0.000176674312314522
2.90998992,0.000792185558555793
2.92998992,0.000736726278694365
2.94998992,0.000371541257880502
2.96998992,0.000120740700119961
2.98998992,0.000540991722941612
3.00998992,0.000470096562961142
3.02998992,0.000538481614959831
3.04998992,0.000223904729060501
3.06998992,0.000785561504505838
3.08998992,0.000909394308950084
3.10998992,0.00024502526393283
3.12998992,0.000344302939080612
3.14998992,0.000444634546435675
3.16998992,0.000617726266546803
3.18998992,0.000852806903174578
3.20998991,0.000117147832261871
3.22998991,0.000120182656514263
3.24998991,0.000571948344858228
3.26998991,0.000822493559959166
3.28998991,0.000168189087732747
3.30998991,0.000352060916918166
3.32998991,0.000917535631222096
3.34998991,0.000611721139482889
3.36998991,0.000163986724338117
3.38998991,0.000644425946775849
3.40998991,0.000554808369852565
3.42998991,0.00071733908848531
3.44998991,0.000145388479904359
3.46998991,0.000349085143113197
3.48998991,0.000195538733896741
3.50998991,0.000405323700513701
3.52998991,0.000183483028475475
3.54998991,0.000270706818158485
3.56998991,0.000130768431229457
3.5899899,0.000150632842137391
3.6099899,0.000103232816531594
3.6299899,0.000301026632878757
3.6499899,0.000107660158698922
3.6699899,0.000171244172616961
3.6899899,0.000329819824517647
3.7099899,0.000453559351653078
3.7299899,9.18921457935929e-05
3.7499899,0.000184315615097646
3.7699899,9.44480016356826e-05
3.7899899,0.000541311009910933
3.8099899,0.000360731663544687
3.8299899,0.00016526089807608
3.8499899,0.000164600369053928
3.8699899,0.000356673428688309
3.8899899,0.000189454467044216
3.9099899,0.000103471503983371
3.9299899,0.000273951423101469
3.9499899,0.00047479201768594
3.9699899,0.000246595679200255
3.98998989,0.000122954145597458
4.00998989,0.000300478290077382
4.02998989,0.00011041193433656
4.04998989,0.000228638060360382
4.06998989,0.000375721268991425
4.08998989,0.000207500292997398
4.10998989,0.000239181380709932
4.12998989,0.000195592397286722
4.14998989,0.000122597514254237
4.16998989,0.000258056204092973
4.18998989,0.000583914471346607
4.20998989,0.000175791099952866
4.22998989,0.000285663810732114
4.24998989,0.000111668276817465
4.26998989,0.000461324545167428
4.28998989,0.000459758265081867
4.30998989,0.000454126258505559
4.32998989,0.000223534818285626
4.34998989,0.00015066984143872
4.36998989,0.000398127282743093
4.38998988,0.000269506123259676
4.40998988,0.00019026349960105
4.42998988,0.000409867679419688
4.44998988,0.000154067134908572
4.46998988,0.000136513090788581
4.48998988,0.000434842464217126
4.50998988,0.000202413778430128
4.52998988,0.000174228294179908
4.54998988,0.000305710773610358
4.56998988,0.000176656691455335
4.58998988,0.000128839053657864
4.60998988,0.000554384423605978
4.62998988,0.000174707995135465
4.64998988,0.000221029503384979
4.66998988,0.000472774372616402
4.68998988,0.000207062192944541
4.70998988,0.000149160905641704
4.72998988,0.000316039550486634
4.74998988,0.000125521870803676
4.76998988,0.000184300834985551
4.78998987,0.000149962169763769
4.80998987,0.000135950645284826
4.82998987,0.000291093005741935
4.84998987,0.00028434078215151
4.86998987,0.00016516738905321
4.88998987,0.00043263316000932
4.90998987,0.000505962079986814
4.92998987,0.000206258806537637
4.94998987,0.000332584085143967
4.96998987,0.000164241056285994
4.98998987,0.000128821007528403
5.00998987,0.000180230334479985
5.02998987,0.000218822376327991
5.04998987,0.000196049469599451
5.06998987,0.000236199656555655
5.08998987,0.000333030505432793
5.10998987,0.000297926464537939
5.12998987,0.000255826355856286
5.14998987,0.00010212251779858
5.16998987,0.000203332882479701
5.18998986,0.000170073719206063
5.20998986,0.000156941721929156
5.22998986,0.000105641067140571
5.24998986,0.000134165414114274
5.26998986,0.00021454503807237
5.28998986,0.000291994892666151
5.30998986,0.000328671411158303
5.32998986,0.000413016541416393
5.34998986,0.000330412695209788
5.36998986,0.000196494320617579
5.38998986,0.000353177562070185
5.40998986,0.000195552944345888
5.42998986,0.000211729682675076
5.44998986,0.000121520077275146
5.46998986,0.000204426652981531
5.48998986,8.88599438896203e-05
5.50998986,0.000505088616517371
5.52998986,0.000301833605106257
5.54998986,0.000551740120947205
5.56998985,0.000661976030500993
5.58998985,0.000296888394581698
5.60998985,0.000200633205127136
5.62998985,0.000229505914604302
5.64998985,0.000729367687427876
5.66998985,0.000447093371477113
5.68998985,0.000376818753910342
5.70998985,0.000124751531951811
5.72998985,0.000143480414755629
5.74998985,0.00021428977433131
5.76998985,0.000214377547670176
5.78998985,0.000310173585564994
5.80998985,0.00070699477400534
5.82998985,0.000483677524289678
5.84998985,0.000224031203873729
5.86998985,0.000584240744841248
5.88998985,0.000173666264518812
5.90998985,0.000547510372074813
5.92998985,0.000839717751718733
5.94998985,0.000469292600790853
5.96998984,0.000100316886893802
5.98998984,0.000616505290326134
6.00998984,0.000289350638981684
6.02998984,0.000169415524929354
6.04998984,0.000583032223741406
6.06998984,0.000583167844895697
6.08998984,0.000826687088438739
6.10998984,9.66336948062269e-05
6.12998984,0.000259491865121466
6.14998984,0.000199112759209506
6.16998984,0.000676190130911112
6.18998984,0.000481760204320562
6.20998984,0.000378775279806665
6.22998984,9.89937238878999e-05
6.24998984,0.00106416976652433
6.26998984,0.000391871376606868
6.28998984,0.000190127581429788
6.30998984,0.000103419772748673
6.32998984,0.000830948976908833
6.34998984,0.000578393828349115
6.36998983,0.000145800749850433
6.38998983,0.000318713755215734
6.40998983,0.000207289183768873
6.42998983,0.000665834264281964
6.44998983,0.000725326798292181
6.46998983,0.000379956277220273
6.48998983,0.000456257596404218
6.50998983,0.000201937760731333
6.52998983,0.00051168317560375
6.54998983,0.000103904063066861
6.56998983,0.000184275246968292
6.58998983,0.000247032737413564
6.60998983,0.000177995472154774
6.62998983,0.000149659049160139
6.64998983,0.000117328533519342
6.66998983,0.00101613487282014
6.68998983,0.000129868841594459
6.70998983,0.000158438624419453
6.72998983,0.000434366856687607
6.74998983,0.000385973881778329
6.76998982,0.000154155063427934
6.78998982,0.000228733872260683
6.80998982,0.000362425055741639
6.82998982,0.000221829275227154
6.84998982,0.000304469276029684
6.86998982,9.3944794823867e-05
6.88998982,0.000663599432243048
6.90998982,0.000612629781234235
6.92998982,0.000117551564344607
6.94998982,0.000268269758657601
6.96998982,0.000910149270935202
6.98998982,0.000870788008225342
7.00998982,0.000256461358149529
7.02998982,0.000181106280342176
7.04998982,0.000272674537308167
7.06998982,0.000530261817108645
7.08998982,0.000296742877738653
7.10998982,0.000194338078315598
7.12998982,0.0009406149858598
7.14998982,0.000752633430179624
7.16998981,0.000250559913711303
7.18998981,0.000298842015471516
7.20998981,0.000108025892623076
7.22998981,0.000334541894212753
7.24998981,0.000182036096679866
7.26998981,0.000194713060199994
7.28998981,0.000104588628103375
7.30998981,0.00079890947771939
7.32998981,8.73500319263651e-05
7.34998981,0.000136821975257029
7.36998981,0.000190688462812417
7.38998981,0.000580461357917032
7.40998981,0.000756043558360089
7.42998981,0.000337403592495798
7.44998981,0.000357307454895024
7.46998981,0.000607783470854364
7.48998981,0.000218575389197075
7.50998981,0.000212600967878489
7.52998981,0.000391145779847418
7.5499898,0.000144923681166462
7.5699898,0.000454416623270412
7.5899898,0.000322588489226692
7.6099898,0.000217112191636816
7.6299898,0.000141502656985842
7.6499898,0.000356867549583674
7.6699898,9.41270273785769e-05
7.6899898,0.000144194631636401
7.7099898,0.000283244726580163
7.7299898,0.0005013757231028
7.7499898,0.000193555575291507
7.7699898,0.000314138809318216
7.7899898,0.000159970548214341
7.8099898,0.000151000915043327
7.8299898,0.000279333952344467
7.8499898,0.0002418045032023
7.8699898,0.000129398414461123
7.8899898,0.000178192438633389
7.9099898,0.000223841752963989
7.9299898,0.000345521375584004
7.94998979,0.000254998213157208
7.96998979,0.000208650014103784
7.98998979,8.70540323113173e-05
8.00998979,0.000182038613879219
8.02998979,0.000176308970578449
8.04998979,0.000361770084175289
8.06998979,0.000116100117162212
8.08998979,0.000122443510390786
8.10998979,8.24097143219429e-05
8.12998979,0.000199438421759434
8.14998979,9.73404157284091e-05
8.16998979,0.000157227154589139
8.18998979,0.000264031501958662
8.20998979,0.000233797026604784
8.22998979,0.00018953416915865
8.24998979,0.00018018756383279
8.26998979,0.000116153814509592
8.28998979,0.000283479066162038
8.30998979,9.57329410085795e-05
8.32998979,0.0003412883297653
8.34998978,0.000377721695547888
8.36998978,0.000159328342131436
8.38998978,0.000503268591995253
8.40998978,0.000266480174041277
8.42998978,7.95423414448747e-05
8.44998978,0.000142406599182932
8.46998978,0.000124876341085367
8.48998978,0.000267746369569004
8.50998978,0.000362867414862475
8.52998978,0.000313329846252548
8.54998978,0.000253973054770485
8.56998978,0.000215478461123571
8.58998978,0.000232745501598638
8.60998978,0.000241008785748393
8.62998978,0.000375204093689637
8.64998978,0.000256351767079435
8.66998978,0.000198212187140607
8.68998978,0.000390821220758768
8.70998978,0.000541971387790092
8.72998978,8.06470319979635e-05
8.74998977,0.000241992440071397
8.76998977,0.000247312135585132
8.78998977,0.000175338294989971
8.80998977,0.000118212236103877
8.82998977,0.000310653433362672
8.84998977,0.00027527170504729
8.86998977,0.000292804567422842
8.88998977,0.000278330018281676
8.90998977,0.00011335130796824
8.92998977,0.000102475295438611
8.94998977,9.14480861087599e-05
8.96998977,0.000197770426647418
8.98998977,0.000380981873862756
9.00998977,0.000263926243644165
9.02998977,0.000331940313181924
9.04998977,0.000198333087305929
9.06998977,0.000311120248778189
9.08998977,0.00011040808693591
9.10998977,0.00017607623205091
9.12998977,0.000420238521040615
9.14998976,0.000205655065044293
9.16998976,9.23346383807804e-05
9.18998976,0.000291934585861016
9.20998976,0.000163912502852401
9.22998976,0.000243045229730492
9.24998976,0.000313736395382507
9.26998976,0.000338435502773369
9.28998976,0.000206938059423764
9.30998976,0.000105467971649567
9.32998976,0.000251835033921589
9.34998976,0.000149233849805904
9.36998976,0.00020363290521493
9.38998976,0.000186858596646891
9.40998976,0.000302972068564778
9.42998976,0.000580084798183534
9.44998976,0.00032451533797507
9.46998976,0.000220547098397944
9.48998976,0.000395780767774979
9.50998976,0.000175197413447888
9.52998975,0.000247990847997256
9.54998975,0.000321846842884647
9.56998975,0.000637529154880499
9.58998975,0.000465077228219935
9.60998975,0.000209532532768612
9.62998975,0.000173443865988101
9.64998975,0.000563011861059565
9.66998975,0.000585026410801598
9.68998975,0.000158622107237608
9.70998975,0.000109106410690681
9.72998975,0.000112649828505804
9.74998975,0.00088517309399988
9.76998975,0.000828956174258428
9.78998975,0.000399342102200543
9.80998975,0.000179138681382519
9.82998975,0.00107835367641784
9.84998975,0.000945083853954536
9.86998975,0.000197774557790685
9.88998975,0.000165796614848898
9.90998975,0.000953655043563862
9.92998974,0.000136374133882716
9.94998974,0.000339398771009449
9.96998974,0.000193754491231955
9.98998974,0.000573690652720878
10.00998974,0.000651212718537563
10.02998974,0.000239394543402113
10.04998974,0.000484020880778666
10.06998974,0.000329733105729889
